Start Date,End Date,Pollster,Mode,Scope,Sample,ALP,LNC,GRN,PHON,UND,ALP 2pp,L-NP 2pp,ALP r/a,L-NP r/a,UND r/a
"Oct 17, 2022","Oct 23, 2022",Roy Morgan,Online/Phone,NAT,"1,400",36.5,37.5,11,4.5,,,,54.5,45.5,
"Oct 24, 2022","Oct 30, 2022",Roy Morgan,Online/Phone,NAT,"1,400",38,37,11.5,3.5,,,,55.6,44.4,
"Oct 26, 2022","Oct 30, 2022",Resolve Strategic,Online,NAT,"1,611",39,32,13,4,,,,,,
"Oct 27, 2022","Oct 30, 2022",Newspoll/YouGov,Online,NAT,"1,500",38,35,11,6,,55,45,,,
"Oct 31, 2022","Nov 6, 2022",Roy Morgan,Online/Phone,NAT,"1,400",37,39,11,4,,,,53.3,46.7,
"Nov 7, 2022","Nov 13, 2022",Roy Morgan,Online/Phone,NAT,"1,400",37,37.5,11.5,2.5,,,,53.4,46.6,
"Nov 14, 2022","Nov 20, 2022",Roy Morgan,Online/Phone,NAT,"1,400",36.5,37.5,11,4,,,,53.4,46.6,
"Nov 21, 2022","Nov 27, 2022",Roy Morgan,Online/Phone,NAT,"1,400",37.5,37.5,11,3.5,,,,52.3,47.7,
"Nov 28, 2022","Dec 4, 2022",Roy Morgan,Online/Phone,NAT,"1,400",36.5,33.5,14,2,,,,54.6,45.4,
"Nov 30, 2022","Dec 3, 2022",Newspoll/YouGov,Online,NAT,"1,508",39,35,11,6,,55,45,,,
"Nov 30, 2022","Dec 4, 2022",Resolve Strategic,Online,NAT,"1,611",42,30,11,4,,,,,,
"Dec 5, 2022","Dec 11, 2022",Roy Morgan,Online/Phone,NAT,"1,400",37,33,12.5,4.5,,,,58.5,41.5,
"Dec 7, 2022","Dec 11, 2022",Essential Research,Online,NAT,"1,042",35,30,13,6,5,,,51,44,5
"Dec 10, 2022","Dec 16, 2022",Roy Morgan,Online/Phone,NAT,"1,400",38,32.5,12.5,4.5,,,,58.7,41.3,
"Dec 16, 2022","Dec 18, 2022",Freshwater Strategy,Online,NAT,"1,209",37,37,12,4,,,,54,46,
"Jan 2, 2023","Jan 8, 2023",Roy Morgan,Online/Phone,NAT,"1,400",39.5,31,11.5,6.5,,,,58.6,41.4,
"Jan 9, 2023","Jan 15, 2023",Roy Morgan,Online/Phone,NAT,"1,400",39.5,31.5,12.5,5,,,,59.4,40.6,
"Jan 16, 2023","Jan 22, 2023",Roy Morgan,Online/Phone,NAT,"1,400",39,32.5,11.5,4,,,,58.9,41.1,
"Jan 18, 2023","Jan 22, 2023",Resolve Strategic,Online,NAT,"1,611",42,29,11,6,,,,,,
"Jan 18, 2023","Jan 22, 2023",Essential Research,Online,NAT,"1,050",34,31,14,8,5,,,53,42,5
"Jan 23, 2023","Jan 29, 2023",Roy Morgan,Online/Phone,NAT,"1,400",37.5,33.5,11.5,5,,,,57,43,
"Jan 30, 2023","Feb 5, 2023",Roy Morgan,Online/Phone,NAT,"1,400",37.5,33,12.5,5.5,,,,58.4,41.6,
"Feb 1, 2023","Feb 4, 2023",Newspoll/YouGov,Online,NAT,"1,512",38,34,11,6,,55,45,,,
"Feb 1, 2023","Feb 6, 2023",Essential Research,Online,NAT,"1,000",33,30,17,6,5,,,55,40,5
"Feb 6, 2023","Feb 12, 2023",Roy Morgan,Online/Phone,NAT,"1,400",37,33.5,12.5,5,,,,56.4,43.6,
"Feb 13, 2023","Feb 19, 2023",Roy Morgan,Online/Phone,NAT,"1,400",36.5,33,13,6,,,,58.3,41.7,
"Feb 15, 2023","Feb 19, 2023",Resolve Strategic,Online,NAT,"1,604",40,31,10,5,,,,,,
"Feb 15, 2023","Feb 19, 2023",Essential Research,Online,NAT,"1,044",33,30,14,6,8,,,51,42,8
"Feb 20, 2023","Feb 26, 2023",Roy Morgan,Online/Phone,NAT,"1,400",37,34.5,13,4.5,,,,56.5,43.5,
"Feb 27, 2023","Mar 5, 2023",Roy Morgan,Online/Phone,NAT,"1,400",38,33.5,11.5,5.5,,,,54.6,45.4,
"Mar 1, 2023","Mar 4, 2023",Newspoll/YouGov,Online,NAT,"1,530",37,35,10,7,,54,46,,,
"Mar 1, 2023","Mar 4, 2023",Essential Research,Online,NAT,"1,141",32,32,12,7,7,,,49,44,7
"Mar 12, 2023","Mar 16, 2023",Resolve Strategic,Online,NAT,"1,600",39,30,13,5,,,,,,
"Mar 13, 2023","Mar 19, 2023",Roy Morgan,Online/Phone,NAT,"1,400",37.5,32,13,5.5,,,,58.1,41.9,
"Mar 15, 2023","Mar 20, 2023",Essential Research,Online,NAT,"1,124",34,31,14,5,5,,,52,43,5
"Mar 29, 2023","Apr 2, 2023",Newspoll/YouGov,Online,NAT,"1,500",38,33,10,8,,55,45,,,
"Mar 29, 2023","Apr 2, 2023",Essential Research,Online,NAT,"1,133",33,30,14,6,5,,,53,42,5
"Mar 6, 2023","Mar 12, 2023",Roy Morgan,Online/Phone,NAT,"1,400",37,34,12.5,5,,,,56.3,43.7,
"Mar 20, 2023","Mar 26, 2023",Roy Morgan,Online/Phone,NAT,"1,400",35.5,32,13,6,,,,56.8,43.2,
"Mar 27, 2023","Apr 2, 2023",Roy Morgan,Online/Phone,NAT,"1,400",34.5,34.5,13,5,,,,54.5,45.5,
"Apr 3, 2023","Apr 9, 2023",Roy Morgan,Online/Phone,NAT,"1,400",36.5,33.5,12.5,6.5,,,,56.2,43.8,
"Apr 10, 2023","Apr 16, 2023",Roy Morgan,Online/Phone,NAT,"1,400",37,33,12,5,,,,56.2,43.8,
"Apr 12, 2023","Apr 16, 2023",Essential Research,Online,NAT,"1,136",34,31,14,6,4,,,52,43,4
"Apr 12, 2023","Apr 16, 2023",Resolve Strategic,Online,NAT,"1,609",42,28,12,6,,,,,,
"Apr 17, 2023","Apr 23, 2023",Roy Morgan,Online/Phone,NAT,"1,400",35.5,33.5,13.5,5,,,,56.5,43.5,
"Apr 19, 2023","Apr 23, 2023",Newspoll/YouGov,Online,NAT,"1,514",38,33,11,7,,56,44,,,
"Apr 24, 2023","Apr 30, 2023",Roy Morgan,Online/Phone,NAT,"1,400",36,35.5,13,5.5,,,,53.6,46.4,
"Apr 26, 2023","Apr 30, 2023",Essential Research,Online,NAT,"1,130",33,31,14,5,5,,,53,41,5
"May 1, 2023","May 7, 2023",Roy Morgan,Online/Phone,NAT,"1,400",35.5,35.5,12.5,4.5,,,,54.7,45.3,
"May 8, 2023","May 14, 2023",Roy Morgan,Online/Phone,NAT,"1,400",37.5,33.5,13,3.5,,,,58.4,41.6,
"May 10, 2023","May 14, 2023",Newspoll/YouGov,Online,NAT,"1,600",38,34,11,7,,55,45,,,
"May 10, 2023","May 14, 2023",Essential Research,Online,NAT,"1,125",35,31,14,5,5,,,53,42,5
"May 10, 2023","May 14, 2023",Resolve Strategic,Online,NAT,"1,610",42,30,12,5,,,,,,
"May 15, 2023","May 17, 2023",Freshwater Strategy,Online,NAT,"1,005",34,37,12,5,,,,52,48,
"May 15, 2023","May 21, 2023",Roy Morgan,Online/Phone,NAT,"1,400",35,33.5,13,5,,,,55.3,44.7,
"May 22, 2023","May 28, 2023",Roy Morgan,Online/Phone,NAT,"1,400",36,33.5,12,5,,,,55.5,44.5,
"May 24, 2023","May 28, 2023",Essential Research,Online,NAT,"1,125",34,31,15,6,5,,,52,43,5
"May 29, 2023","Jun 4, 2023",Roy Morgan,Online/Phone,NAT,"1,400",35,34.5,13,5.5,,,,55.4,44.6,
"May 31, 2023","Jun 3, 2023",Newspoll/YouGov,Online,NAT,"1,549",38,34,12,6,,55,45,,,
"Jun 5, 2023","Jun 11, 2023",Roy Morgan,Online/Phone,NAT,"1,400",35,33,13,6,,,,55.8,44.2,
"Jun 6, 2023","Jun 11, 2023",Resolve Strategic,Online,NAT,"1,606",40,30,12,6,,,,,,
"Jun 7, 2023","Jun 11, 2023",Essential Research,Online,NAT,"1,123",32,32,16,5,5,,,52,42,5
"Jun 12, 2023","Jun 18, 2023",Roy Morgan,Online/Phone,NAT,"1,400",37,34,13,5,,,,57,43,
"Jun 16, 2023","Jun 24, 2023",Newspoll/YouGov,Online,NAT,"2,303",38,35,11,6,,54,46,,,
"Jun 19, 2023","Jun 25, 2023",Roy Morgan,Online/Phone,NAT,"1,400",37.5,32,13,5,,,,57,43,
"Jun 21, 2023","Jun 25, 2023",Essential Research,Online,NAT,"1,148",32,30,14,7,6,,,52,42,6
"Jun 26, 2023","Jul 2, 2023",Roy Morgan,Online/Phone,NAT,"1,400",36.5,33.5,13,6.5,,,,56,44,
"Jul 3, 2023","Jul 9, 2023",Roy Morgan,Online/Phone,NAT,"1,400",34.5,35,12.5,5.5,,,,54.5,45.5,
"Jul 5, 2023","Jul 9, 2023",Essential Research,Online,NAT,"2,248",32,32,14,8,5,,,51,44,5
"Jul 10, 2023","Jul 16, 2023",Roy Morgan,Online/Phone,NAT,"1,400",35.5,35,12.5,5.5,,,,52.5,47.5,
"Jul 12, 2023","Jul 15, 2023",Newspoll/YouGov,Online,NAT,"1,570",36,34,12,7,,55,45,,,
"Jul 12, 2023","Jul 15, 2023",Resolve Strategic,Online,NAT,"1,610",39,30,11,6,,,,,,
"Jul 17, 2023","Jul 23, 2023",Roy Morgan,Online/Phone,NAT,"1,400",33.5,37.5,12.5,5,,,,52,48,
"Jul 19, 2023","Jul 23, 2023",Essential Research,Online,NAT,"1,150",31,32,14,7,6,,,50,45,5
"Jul 24, 2023","Jul 30, 2023",Roy Morgan,Online/Phone,NAT,"1,400",34.5,34.5,12.5,5.5,,,,53,47,
"Jul 31, 2023","Aug 6, 2023",Roy Morgan,Online/Phone,NAT,"1,400",33.5,35,13,5.5,,,,53.5,46.5,
"Aug 2, 2023","Aug 6, 2023",Essential Research,Online,NAT,"1,150",33,30,12,8,6,,,52,42,6
"Aug 7, 2023","Aug 13, 2023",Roy Morgan,Online/Phone,NAT,"1,400",35.5,34.5,12,5,,,,54.5,45.5,
"Aug 9, 2023","Aug 12, 2023",Resolve Strategic,Online,NAT,"1,603",37,33,11,5,,,,,,
"Aug 10, 2023","Aug 14, 2023",RedBridge Group,Online,NAT,"1,010",38,32,10,,,55.6,44.4,,,
"Aug 14, 2023","Aug 20, 2023",Roy Morgan,Online/Phone,NAT,"1,400",33.5,36.5,12.5,6,,,,53,47,
"Aug 16, 2023","Aug 20, 2023",Essential Research,Online,NAT,"1,151",33,33,14,5,6,,,51,43,6
"Aug 21, 2023","Aug 27, 2023",Roy Morgan,Online/Phone,NAT,"1,400",35,35,13.5,5,,,,53.5,46.5,
"Aug 28, 2023","Sep 1, 2023",Newspoll/Pyxis,Online,NAT,"1,200",35,37,13,7,,53,47,,,
"Aug 30, 2023","Sep 3, 2023",Essential Research,Online,NAT,"1,151",31,32,15,7,6,,,51,43,6
"Aug 30, 2023","Sep 4, 2023",RedBridge Group,Online,NAT,"1,001",37,36,13,,,54.1,45.9,,,
"Aug 28, 2023","Sep 3, 2023",Roy Morgan,Online/Phone,NAT,"1,404",33.5,37.5,13,4.5,,,,53,47,
"Sep 6, 2023","Sep 9, 2023",Resolve Strategic,Online,NAT,"1,604",36,34,12,5,,,,,,
"Sep 4, 2023","Sep 10, 2023",Roy Morgan,Online/Phone,NAT,"1,382",32.5,37,13.5,5.5,,,,52.5,47.5,
"Sep 11, 2023","Sep 17, 2023",Roy Morgan,Online/Phone,NAT,"1,234",32,34.5,15.5,5.5,,,,54,46,
"Sep 13, 2023","Sep 17, 2023",Essential Research,Online,NAT,"1,151",31,32,13,8,6,,,49,45,6
"Sep 18, 2023","Sep 22, 2023",Newspoll/Pyxis,Online,NAT,"1,239",36,36,11,6,,54,46,,,
"Sep 18, 2023","Sep 24, 2023",Roy Morgan,Online/Phone,NAT,"1,393",32.5,35,13.5,6.5,,,,54,46,
"Sep 22, 2023","Sep 24, 2023",Freshwater Strategy,Online,NAT,"1,003",33,37,13,6,,,,51,49,
"Sep 27, 2023","Oct 1, 2023",Essential Research,Online,NAT,"1,125",33,32,14,6,5,,,50,45,5
"Sep 22, 2023","Oct 4, 2023",Resolve Strategic,Online,NAT,"4,728",37,31,12,7,,,,,,
"Sep 25, 2023","Sep 29, 2023",YouGov,Online,NAT,"1,519",33,36,15,6,,53,47,,,
"Sep 25, 2023","Oct 1, 2023",Roy Morgan,Online/Phone,NAT,"1,406",32.5,37.5,13,5.5,,,,52,48,
"Oct 3, 2023","Oct 6, 2023",Newspoll/Pyxis,Online,NAT,"1,225",34,36,12,5,,53,47,,,
"Oct 2, 2023","Oct 8, 2023",Roy Morgan,Online/Phone,NAT,"1,378",33,34,13.5,6.5,,,,53,47,
"Oct 4, 2023","Oct 12, 2023",Newspoll/Pyxis,Online,NAT,"2,368",36,35,12,6,,54,46,,,
"Oct 6, 2023","Oct 10, 2023",YouGov,Online,NAT,"1,582",33,36,15,6,,53,47,,,
"Oct 9, 2023","Oct 15, 2023",Roy Morgan,Online/Phone,NAT,"1,409",35,34.5,14,4.5,,,,54,46,
"Oct 16, 2023","Oct 22, 2023",Roy Morgan,Online/Phone,NAT,"1,383",31.5,36,14,5,,,,49.5,50.5,
"Oct 25, 2023","Oct 29, 2023",Essential Research,Online,NAT,"1,149",32,34,10,7,6,,,48,46,6
"Oct 23, 2023","Oct 29, 2023",Roy Morgan,Online/Phone,NAT,"1,375",32,35,15,5.5,,,,53,47,
"Oct 27, 2023","Nov 2, 2023",RedBridge Group,Online,NAT,"1,001",34,35,14,,,53.5,46.5,,,
"Oct 30, 2023","Nov 2, 2023",Newspoll/Pyxis,Online,NAT,"1,220",35,37,12,6,,52,48,,,
"Oct 30, 2023","Nov 5, 2023",Roy Morgan,Online/Phone,NAT,"1,371",31.5,35,13.5,4.5,,,,52,48,
"Nov 1, 2023","Nov 5, 2023",Resolve Strategic,Online,NAT,"1,602",35,30,13,7,,,,,,
"Nov 6, 2023","Nov 12, 2023",Roy Morgan,Online/Phone,NAT,"1,397",30,37,13,5.5,,,,50,50,
"Nov 8, 2023","Nov 12, 2023",Essential Research,Online,NAT,"1,150",32,34,12,7,5,,,49,47,5
"Nov 10, 2023","Nov 14, 2023",YouGov,Online,NAT,"1,582",31,36,13,7,,51,49,,,
"Nov 13, 2023","Nov 19, 2023",Roy Morgan,Online/Phone,NAT,"1,401",29.5,37.5,13.5,7,,,,49.5,50.5,
"Nov 20, 2023","Nov 23, 2023",Newspoll/Pyxis,Online,NAT,"1,216",31,38,13,6,,50,50,,,
"Nov 22, 2023","Nov 26, 2023",Essential Research,Online,NAT,"1,151",31,34,13,7,6,,,48,47,6
"Nov 20, 2023","Nov 26, 2023",Roy Morgan,Online/Phone,NAT,"1,379",32,35,13.5,5,,,,53,47,
"Nov 29, 2023","Dec 3, 2023",Resolve Strategic,Online,NAT,"1,605",35,34,12,5,,,,,,
"Dec 1, 2023","Dec 5, 2023",YouGov,Online,NAT,"1,555",29,37,15,7,,51,49,,,
"Dec 6, 2023","Dec 10, 2023",Essential Research,Online,NAT,"1,102",31,34,13,6,5,,,49,46,5
"Dec 6, 2023","Dec 10, 2023",RedBridge Group,Online,NAT,"2,010",33,35,13,,,52.8,47.2,,,
"Dec 11, 2023","Dec 15, 2023",Newspoll/Pyxis,Online,NAT,"1,219",33,36,13,7,,52,48,,,
"Dec 15, 2023","Dec 17, 2023",Freshwater Strategy,Online,NAT,"1,109",31,39,13,,,,,50,50,
"Nov 27, 2023","Dec 3, 2023",Roy Morgan,Online/Phone,NAT,"1,730",32.5,37.5,12.5,5,,,,51,49,
"Dec 4, 2023","Dec 10, 2023",Roy Morgan,Online/Phone,NAT,"1,719",30.5,37,14,5,,,,51,49,
"Dec 11, 2023","Dec 17, 2023",Roy Morgan,Online/Phone,NAT,"1,720",32,38,11.5,4.5,,,,50,50,
"Jan 2, 2024","Jan 7, 2024",Roy Morgan,Online/Phone,NAT,"1,716",29,39,13,5,,,,49,51,
"Jan 10, 2024","Jan 11, 2024",Freshwater Strategy,Online,NAT,"1,007",31,39,14,,,,,50,50,
"Jan 8, 2024","Jan 14, 2024",Roy Morgan,Online/Phone,NAT,"1,727",31.5,37,12,4.5,,,,51.5,48.5,
"Jan 12, 2024","Jan 17, 2024",YouGov,Online,NAT,"1,532",32,37,13,7,,52,48,,,
"Jan 15, 2024","Jan 21, 2024",Roy Morgan,Online/Phone,NAT,"1,675",32.5,36,12.5,5,,,,52.5,47.5,
"Jan 22, 2024","Jan 28, 2024",Roy Morgan,Online/Phone,NAT,"1,688",31,37.5,13,5,,,,50.5,49.5,
"Jan 24, 2024","Jan 28, 2024",Essential Research,Online,NAT,"1,201",32,34,13,7,5,,,48,46,5
"Jan 31, 2024","Feb 3, 2024",Newspoll/Pyxis,Online,NAT,"1,245",34,36,12,7,,52,48,,,
"Jan 29, 2024","Feb 4, 2024",Roy Morgan,Online/Phone,NAT,"1,709",33,37,12,5,,,,53,47,
"Jan 30, 2024","Feb 7, 2024",RedBridge Group,Online,NAT,"2,040",33,38,13,,,51.2,48.8,,,
"Feb 2, 2024","Feb 7, 2024",YouGov,Online,NAT,"1,502",32,36,14,8,,52,48,,,
"Feb 7, 2024","Feb 11, 2024",Essential Research,Online,NAT,"1,148",31,34,14,7,5,,,50,46,5
"Feb 16, 2024","Feb 18, 2024",Freshwater Strategy,Online,NAT,"1,049",31,38,14,,,,,51,49,
"Feb 19, 2024","Feb 23, 2024",Newspoll/Pyxis,Online,NAT,"1,245",33,36,12,6,,52,48,,,
"Feb 21, 2024","Feb 24, 2024",Resolve Strategic,Online,NAT,"1,603",34,37,11,6,,,,,,
"Feb 21, 2024","Feb 26, 2024",Roy Morgan,Online/Phone,NAT,"1,682",31.5,38,12,5,,,,50,50,
"Feb 23, 2024","Feb 26, 2024",Essential Research,Online,NAT,"1,201",30,35,13,7,4,,,47,48,4
"Feb 28, 2024","Mar 4, 2024",Roy Morgan,Online/Phone,NAT,"1,679",34,36.5,13.5,3.5,,,,53.5,46.5,
"Feb 26, 2024","Mar 6, 2024",YouGov,Online,NAT,"1,539",32,37,15,6,,52,48,50,50,
"Mar 10, 2024","Mar 11, 2024",Freshwater Strategy,Online,NAT,"1,051",31,39,14,,,,,51,49,
"Mar 7, 2024","Mar 10, 2024",Essential Research,Online,NAT,"1,126",32,35,11,8,5,,,48,47,5
"Mar 6, 2024","Mar 11, 2024",Roy Morgan,Online/Phone,NAT,"1,714",32,38,13,4,,,,51.5,48.5,
"Mar 13, 2024","Mar 18, 2024",Roy Morgan,Online/Phone,NAT,"1,710",31.5,37,12.5,5.5,,,,51.5,48.5,
"Mar 20, 2024","Mar 23, 2024",Newspoll/Pyxis,Online,NAT,"1,223",32,37,13,7,,51,49,,,
"Mar 20, 2024","Mar 25, 2024",Roy Morgan,Online/Phone,NAT,"1,633",31.5,38,14,4.5,,,,50,50,
"Mar 21, 2024","Mar 24, 2024",Resolve Strategic,Online,NAT,"1,610",32,35,13,5,,,,,,
"Mar 20, 2024","Mar 24, 2024",Essential Research,Online,NAT,"1,150",29,36,11,7,6,,,44,50,6
"Mar 22, 2024","Mar 27, 2024",YouGov,Online,NAT,"1,513",32,38,13,7,,51,49,49,51,
"Mar 25, 2024","Mar 31, 2024",Roy Morgan,Online/Phone,NAT,"1,677",30,37.5,15.5,3.5,,,,51,49,
"Apr 3, 2024","Apr 7, 2024",Essential Research,Online,NAT,"1,165",29,34,14,6,6,,,48,46,6
"Apr 1, 2024","Apr 7, 2024",Roy Morgan,Online/Phone,NAT,"1,731",29.5,38,13.5,6,,,,49.5,50.5,
"Apr 12, 2024","Apr 14, 2024",Freshwater Strategy,Online,NAT,"1,055",31,40,13,,,,,50,50,
"Apr 8, 2024","Apr 14, 2024",Roy Morgan,Online/Phone,NAT,"1,706",30,38.5,13.5,5.5,,,,49,51,
"Apr 15, 2024","Apr 18, 2024",Newspoll/Pyxis,Online,NAT,"1,236",33,38,12,7,,51,49,,,
"Apr 17, 2024","Apr 21, 2024",Resolve Strategic,Online,NAT,"1,610",30,36,13,5,,,,,,
"Apr 15, 2024","Apr 21, 2024",Roy Morgan,Online/Phone,NAT,"1,617",30.5,35.5,16,5.5,,,,52,48,
"Apr 17, 2024","Apr 21, 2024",Essential Research,Online,NAT,"1,145",31,35,11,9,4,,,47,49,4
"Apr 19, 2024","Apr 23, 2024",YouGov,Online,NAT,"1,514",33,36,13,8,,52,48,,,
"Apr 20, 2024","Apr 26, 2024",RedBridge Group,Online,NAT,"1,529",33,37,12,7,,52,48,,,
"Apr 22, 2024","Apr 28, 2024",Roy Morgan,Online/Phone,NAT,"1,719",31.5,36.5,14,5.5,,,,52,48,
"May 1, 2024","May 5, 2024",Essential Research,Online,NAT,"1,150",31,34,13,7,7,,,46,47,7
"Apr 29, 2024","May 5, 2024",Roy Morgan,Online/Phone,NAT,"1,666",30,37,13,6,,,,52,48,
"May 6, 2024","May 12, 2024",Roy Morgan,Online/Phone,NAT,"1,654",32,37,13.5,5.5,,,,52,48,
"May 10, 2024","May 14, 2024",YouGov,Online,NAT,"1,531",30,38,13,8,,50,50,,,
"May 16, 2024","May 18, 2024",Newspoll/Pyxis,Online,NAT,"1,230",34,37,13,7,,52,48,,,
"May 15, 2024","May 19, 2024",Resolve Strategic,Online,NAT,"1,610",29,36,12,7,,,,,,
"May 13, 2024","May 19, 2024",Roy Morgan,Online/Phone,NAT,"1,674",30.5,37,14.5,5.5,,,,50.5,49.5,
"May 16, 2024","May 19, 2024",Freshwater Strategy,Online,NAT,"1,056",32,40,14,,,,,50,50,
"May 15, 2024","May 19, 2024",Essential Research,Online,NAT,"1,149",31,34,10,8,6,,,46,47,6
"May 20, 2024","May 26, 2024",Roy Morgan,Online/Phone,NAT,"1,488",28.5,37,15,6,,,,48.5,51.5,
"May 27, 2024","Jun 2, 2024",Roy Morgan,Online/Phone,NAT,"1,579",31,36,14,4.5,,,,52,48,
"May 29, 2024","Jun 2, 2024",Essential Research,Online,NAT,"1,149",32,36,13,5,4,,,48,48,4
"May 31, 2024","Jun 4, 2024",YouGov,Online,NAT,"1,500",30,38,14,8,,50,50,49,51,
"Jun 3, 2024","Jun 7, 2024",Newspoll/Pyxis,Online,NAT,"1,232",33,39,11,7,,50,50,,,
"Jun 3, 2024","Jun 9, 2024",Roy Morgan,Online/Phone,NAT,"1,687",30.5,35,15.5,5.5,,,,53.5,46.5,
"Jun 11, 2024","Jun 16, 2024",Resolve Strategic,Online,NAT,"1,607",28,36,14,6,,,,,,
"Jun 14, 2024","Jun 16, 2024",Freshwater Strategy,Online,NAT,"1,060",32,40,13,,,,,50,50,
"Jun 10, 2024","Jun 16, 2024",Roy Morgan,Online/Phone,NAT,"1,724",29.5,38,13.5,5,,,,50,50,
"Jun 12, 2024","Jun 16, 2024",Essential Research,Online,NAT,"1,181",31,32,13,8,6,,,48,46,6
"Jun 17, 2024","Jun 23, 2024",Roy Morgan,Online/Phone,NAT,"1,696",31.5,37,13,6,,,,51,49,
"Jun 24, 2024","Jun 28, 2024",Newspoll/Pyxis,Online,NAT,"1,260",32,36,13,7,,51,49,,,
"Jun 26, 2024","Jun 30, 2024",Essential Research,Online,NAT,"1,160",30,33,12,7,7,,,46,47,7
"Jun 24, 2024","Jun 30, 2024",Roy Morgan,Online/Phone,NAT,"1,708",31.5,36.5,13,4.5,,52.5,47.5,51,49,
"Jul 1, 2024","Jul 7, 2024",Roy Morgan,Online/Phone,NAT,"1,723",28.5,39.5,13.5,5,,49.5,50.5,48,52,
"Jul 9, 2024","Jul 14, 2024",Resolve Strategic,Online,NAT,"1,603",28,38,13,6,,,,,,
"Jul 8, 2024","Jul 14, 2024",Roy Morgan,Online/Phone,NAT,"1,758",31,37.5,12.5,5,,51.5,48.5,49.5,50.5,
"Jul 10, 2024","Jul 14, 2024",Essential Research,Online,NAT,"1,122",29,33,13,8,5,,,46,48,6
"Jul 15, 2024","Jul 19, 2024",Newspoll/Pyxis,Online,NAT,"1,258",33,38,13,6,,51,49,,,
"Jul 15, 2024","Jul 21, 2024",Roy Morgan,Online/Phone,NAT,"1,752",31.5,39.5,13,5,,50.5,49.5,49,51,
"Jul 17, 2024","Jul 19, 2024",Freshwater Strategy,Online,NAT,"1,060",31,40,13,,,,,49,51,
"Jul 19, 2024","Jul 23, 2024",YouGov,Online,NAT,"1,528",31,38,13,7,,51,49,51,49,
"Jul 10, 2024","Jul 19, 2024",RedBridge Group,Online,NAT,"1,505",32,41,11,,,48.5,51.5,,,
"Jul 22, 2024","Jul 28, 2024",Roy Morgan,Online/Phone,NAT,"1,652",30.5,37.5,13,6.5,,51,49,50.5,49.5,
"Jul 24, 2024","Jul 28, 2024",Essential Research,Online,NAT,"1,137",32,34,11,7,6,,,47,46,6
"Jul 29, 2024","Aug 4, 2024",Roy Morgan,Online/Phone,NAT,"1,655",30.5,37,12,5.5,,51.5,48.5,51.5,48.5,
"Aug 7, 2024","Aug 11, 2024",Resolve Strategic,Online,NAT,"1,607",29,37,13,6,,,,,,
"Aug 5, 2024","Aug 9, 2024",Newspoll/Pyxis,Online,NAT,"1,266",32,39,12,6,,50,50,,,
"Aug 5, 2024","Aug 11, 2024",Roy Morgan,Online/Phone,NAT,"1,671",29.5,38,14,5,,51,49,50,50,
"Aug 7, 2024","Aug 11, 2024",Essential Research,Online,NAT,"1,137",28,34,14,7,6,,,47,47,6
"Aug 16, 2024","Aug 19, 2024",Freshwater Strategy,Online,NAT,"1,061",32,41,12,,,,,49,51,
