Start Date,End Date,Pollster,Mode,Scope,Sample,ALP,LNC,GRN,PHON,UND,ALP 2pp,L-NP 2pp,ALP r/a,L-NP r/a,UND r/a
"Oct 31, 2023","Dec 15, 2023",Newspoll/Pyxis,Online,VIC,917,34,34,15,5,,55,45,,,
"Jan 12, 2024","Jan 17, 2024",YouGov,Online,VIC,387,35,32,15,4,,,,,,
"Feb 2, 2024","Feb 7, 2024",YouGov,Online,VIC,370,33,32,17,8,,,,,,
"Feb 21, 2024","Feb 24, 2024",Resolve Strategic,Online,VIC,404,32,34,13,4,,,,,,
"Feb 26, 2024","Mar 6, 2024",YouGov,Online,VIC,377,35,36,14,6,,,,54,46,
"Mar 21, 2024","Mar 24, 2024",Resolve Strategic,Online,VIC,406,35,35,13,5,,,,,,
"Mar 22, 2024","Mar 27, 2024",YouGov,Online,VIC,379,38,33,12,5,,,,58,42,
"Jan 31, 2024","Mar 22, 2024",Newspoll/Pyxis,Online,VIC,926,33,34,16,5,,55,45,,,
"Feb 1, 2024","May 26, 2024",Accent/RedBridge,Online,VIC,"1,036",33,34,15,,,,,,,
"Apr 17, 2024","Apr 21, 2024",Resolve Strategic,Online,VIC,406,32,34,11,5,,,,,,
"May 10, 2024","May 14, 2024",YouGov,Online,VIC,365,35,33,13,7,,,,,,
"May 15, 2024","May 19, 2024",Resolve Strategic,Online,VIC,406,29,34,14,6,,,,,,
"May 31, 2024","Jun 4, 2024",YouGov,Online,VIC,318,24,41,19,6,,,,49,51,
"Jun 11, 2024","Jun 16, 2024",Resolve Strategic,Online,VIC,405,29,32,15,7,,,,,,
"Apr 15, 2024","Jun 7, 2024",Newspoll/Pyxis,Online,VIC,393,33,36,15,6,,54,46,,,
"Jul 9, 2024","Jul 14, 2024",Resolve Strategic,Online,VIC,404,30,36,15,5,,,,,,
"Jul 19, 2024","Jul 23, 2024",YouGov,Online,VIC,385,29,36,15,2,,,,50,50,
"Aug 7, 2024","Aug 11, 2024",Resolve Strategic,Online,VIC,405,30,33,13,6,,,,,,
"Aug 23, 2024","Aug 28, 2024",YouGov,Online,VIC,384,27,38,12,7,,,,48,52,
"Jul 10, 2024","Aug 27, 2024",Accent/RedBridge,Online,VIC,"1,532",32,36,13,,,,,,,
"Sep 3, 2024","Sep 7, 2024",Resolve Strategic,Online,VIC,407,29,36,13,4,,,,,,
"Sep 13, 2024","Sep 19, 2024",YouGov,Online,VIC,407,29,39,18,5,,,,51.5,48.5,
"Jul 15, 2024","Sep 20, 2024",Newspoll/Pyxis,Online,VIC,"1,263",31,38,13,6,,52,48,,,
"Oct 1, 2024","Oct 5, 2024",Resolve Strategic,Online,VIC,405,29,37,14,5,,,,,,
"Nov 5, 2024","Nov 9, 2024",Resolve Strategic,Online,VIC,409,31,38,14,4,,,,,,
"Nov 15, 2024","Nov 21, 2024",YouGov,Online,VIC,386,27,44,12,6,,45,55,,,
"Dec 4, 2024","Dec 8, 2024",Resolve Strategic,Online,VIC,404,26,38,12,5,,,,,,
"Oct 7, 2024","Dec 6, 2024",Newspoll/Pyxis,Online,VIC,947,30,39,14,5,,50,50,,,
"Jan 15, 2025","Jan 21, 2025",Resolve Strategic,Online,VIC,407,25,38,13,6,,,,,,
