Start Date,End Date,Pollster,Mode,Scope,Sample,ALP,LNC,GRN,PHON,UND,ALP 2pp,L-NP 2pp,ALP r/a,L-NP r/a,UND r/a
"Jan 31, 2024","Mar 22, 2024",Newspoll/Pyxis,Online,QLD,772,29,41,12,7,,47,53,,,
"Feb 1, 2024","May 26, 2024",Accent/RedBridge,Online,QLD,777,27,39,13,,,,,,,
"Apr 17, 2024","Apr 21, 2024",Resolve Strategic,Online,QLD,327,25,40,14,9,,,,,,
"May 10, 2024","May 14, 2024",YouGov,Online,QLD,319,24,45,14,10,,,,,,
"May 15, 2024","May 19, 2024",Resolve Strategic,Online,QLD,327,26,43,12,8,,,,,,
"May 31, 2024","Jun 4, 2024",YouGov,Online,QLD,329,29,38,12,12,,,,45,55,
"Jun 11, 2024","Jun 16, 2024",Resolve Strategic,Online,QLD,327,24,40,13,8,,,,,,
"Apr 15, 2024","Jun 7, 2024",Newspoll/Pyxis,Online,QLD,328,27,40,13,10,,46,54,,,
"Jul 9, 2024","Jul 14, 2024",Resolve Strategic,Online,QLD,326,23,44,10,7,,,,,,
"Jul 19, 2024","Jul 23, 2024",YouGov,Online,QLD,303,29,37,11,12,,,,47,53,
"Aug 7, 2024","Aug 11, 2024",Resolve Strategic,Online,QLD,327,24,41,11,10,,,,,,
"Aug 23, 2024","Aug 28, 2024",YouGov,Online,QLD,295,32,40,13,10,,,,47,53,
"Jul 10, 2024","Aug 27, 2024",Accent/RedBridge,Online,QLD,"1,149",28,40,13,,,,,,,
"Sep 3, 2024","Sep 7, 2024",Resolve Strategic,Online,QLD,328,27,40,13,9,,,,,,
"Sep 13, 2024","Sep 19, 2024",YouGov,Online,QLD,327,27,46,12,8,,,,43,57,
"Jul 15, 2024","Sep 20, 2024",Newspoll/Pyxis,Online,QLD,"1,053",30,43,12,8,,46,54,,,
"Oct 1, 2024","Oct 5, 2024",Resolve Strategic,Online,QLD,327,25,42,12,6,,,,,,
"Nov 5, 2024","Nov 9, 2024",Resolve Strategic,Online,QLD,330,29,43,8,6,,,,,,
"Nov 15, 2024","Nov 21, 2024",YouGov,Online,QLD,317,28,39,14,10,,46,54,,,
"Dec 4, 2024","Dec 8, 2024",Resolve Strategic,Online,QLD,326,25,38,13,9,,,,,,
"Oct 7, 2024","Dec 6, 2024",Newspoll/Pyxis,Online,QLD,790,29,41,12,8,,47,53,,,
"Jan 15, 2025","Jan 21, 2025",Resolve Strategic,Online,QLD,329,26,42,11,7,,,,,,
